Run ID,Created,Tags,User,axon_ip,axon_port,axon_priority_maxsize,axon_priority_max_workers,axon_external_ip,axon_max_workers,axon_external_port,axon_maximum_concurrent_rpcs,mock,wandb_off,wandb_entity,wandb_offline,wandb_project_name,wandb_run_step_length,wandb_track_gating_model,wandb_weights_step_length,gating_momentum,gating_num_uids,gating_model_name,gating_learning_rate,netuid,neuron_name,neuron_device,neuron_nsfw_off,neuron_full_path,neuron_mock_dataset,neuron_blacklist_off,neuron_diversity_off,neuron_relevance_off,neuron_answer_timeout,neuron_dont_save_events,neuron_followup_timeout,neuron_mock_gating_model,neuron_vpermit_tao_limit,neuron_answer_sample_size,neuron_mock_dendrite_pool,neuron_mock_reward_models,neuron_num_followup_steps,neuron_task_validator_off,neuron_disable_log_rewards,neuron_disable_set_weights,neuron_followup_sample_size,neuron_moving_average_alpha,neuron_epoch_length_override,neuron_events_retention_size,neuron_checkpoint_block_length,neuron_num_concurrent_forwards,neuron_use_custom_gating_model,reward_rlhf_weight,reward_dahoas_weight,reward_reciprocate_weight,reward_prompt_based_weight,strict,wallet_name,wallet_path,wallet_hotkey,logging_debug,logging_trace,logging_record_log,logging_logging_dir,__is_set_netuid,__is_set_axon.port,__is_set_wallet.name,__is_set_logging.debug,__is_set_neuron.device,__is_set_wallet.hotkey,__is_set_axon.external_ip,__is_set_axon.external_port,__is_set_neuron.num_concurrent_forwards,__is_set_subtensor.register.cuda.dev_id,__is_set_subtensor.register.cuda.use_cuda,__is_set_subtensor.register.update_interval,subtensor__mock,subtensor_network,subtensor_register_cuda_TPB,subtensor_register_cuda_dev_id,subtensor_register_cuda_use_cuda,subtensor_register_verbose,subtensor_register_output_in_place,subtensor_register_update_interval,subtensor_chain_endpoint
npf0y38n,2023-08-14T18:44:05,1.1.7|1017|5Fq5v71D4LX8Db1xsmRSy6udQThcZ8sFDqxQFwnUZ1BuqY5A|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User bradleytf>,[::],39449,10,5,38.147.83.29,10,39449,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/default/default/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,default,~/.bittensor/wallets/,default,True,False,False,/root/.bittensor/miners/default/default/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,True,True,True,False,finney,256,[0],True,False,True,90000,wss://entrypoint-finney.opentensor.ai:443
v8pb3urf,2023-08-14T17:30:05,1.1.8|1018|5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3|disable_set_weights|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User opentensor-pedro>,[::],8091,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda,False,False,/home/ubuntu/.bittensor/miners/opentensor/main/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,True,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,opentensor,~/.bittensor/wallets/,main,False,False,False,/home/ubuntu/.bittensor/miners/opentensor/main/netuid1/core_prompting_validator,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
b0e5fe0t,2023-08-14T16:55:37,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
rwgbqbln,2023-08-14T16:41:27,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
frqwfkcx,2023-08-14T16:39:52,1.1.3|1013|5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User johnymakau>,[::],27999,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/johnymakau/johnymakau/netuid1/core_prompting_validator,100,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,johnymakau,~/.bittensor/wallets/,johnymakau,False,False,False,/root/.bittensor/miners/johnymakau/johnymakau/netuid1/core_prompting_validator,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
nxqg7jxd,2023-08-14T16:28:56,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
z3k8k57l,2023-08-14T16:17:55,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
57oaewbq,2023-08-14T15:54:38,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
cxomsf22,2023-08-14T15:46:37,1.1.4|1014|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],8091,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,False,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
j9klkpjj,2023-08-14T15:31:24,1.1.4|1014|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],8091,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,ws://158.58.173.65:9944
4cag31b3,2023-08-14T15:25:46,1.1.6|1016|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],8091,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,ws://158.58.173.65:9944
8nlqm6iy,2023-08-14T15:25:21,1.1.5|1015|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44161,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,ws://158.58.173.65:9944
o4bb168y,2023-08-14T15:23:40,1.1.7|1017|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44169,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
xnid95n8,2023-08-14T15:20:43,1.1.7|1017|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User jofyzez88>,[::],30115,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,False,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,ws://158.58.173.65:9944
usr7jm56,2023-08-14T15:04:55,1.1.7|1017|5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY|netuid_1|reciprocate_reward_model|rlhf_reward_model,<User borsaku-bb>,[::],44161,10,5,10,400,False,False,opentensor-dev,False,openvalidators,1500,False,10,0.9,1024,EleutherAI/gpt-neo-125m,0.01,1,core_prompting_validator,cuda:0,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,False,False,False,False,10,False,10,False,4096,50,False,False,4,False,False,False,50,0.05,0,2 GB,10,1,False,0.6,0,0.4,0,False,validator,~/.bittensor/wallets/,vali2,True,True,False,/root/.bittensor/miners/validator/vali2/netuid1/core_prompting_validator,True,True,True,True,True,True,True,True,True,False,finney,256,[0],False,False,True,50000,wss://entrypoint-finney.opentensor.ai:443
